Ursprungspfad;Vorgeschlagener_Wiki_Ordner;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\get-started.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\RUNBOOK.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\SKILL.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\concepts\distribution-methods.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\concepts\jwt-authentication.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\concepts\session-lifecycle.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\concepts\two-roles-pattern.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\examples\agent-integration.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\examples\annotations.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\examples\auto-reconnection.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\examples\byop-custom-pin.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\examples\customer-integration.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\examples\multi-tab-persistence.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\examples\privacy-masking.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\examples\remote-assist.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\examples\session-events.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\api-official.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\api-reference.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\api.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\authorization-official.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\authorization.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\environment-variables.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\error-codes.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\features-official.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\features.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\full-guide.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\get-started-official.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\get-started.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\session-events.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\references\settings-reference.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\troubleshooting\browser-compatibility.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\troubleshooting\common-issues.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\troubleshooting\cors-csp.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\cobrowse-sdk\troubleshooting\error-codes.md;Zoom/Cobrowse SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\RUNBOOK.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\SKILL.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\android\RUNBOOK.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\android\SKILL.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\android\concepts\sdk-lifecycle.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\android\examples\service-patterns.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\android\references\android-reference-map.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\android\troubleshooting\common-issues.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\concepts\architecture-and-lifecycle.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\ios\RUNBOOK.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\ios\SKILL.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\ios\concepts\sdk-lifecycle.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\ios\examples\service-patterns.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\ios\references\ios-reference-map.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\ios\troubleshooting\common-issues.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\references\environment-variables.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\references\forum-top-questions.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\references\full-guide.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\references\samples-validation.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\references\versioning-and-compatibility.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\scenarios\high-level-scenarios.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\troubleshooting\common-drift-and-breaks.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\web\RUNBOOK.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\web\SKILL.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\web\concepts\lifecycle-and-events.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\web\examples\app-context-and-state.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\web\references\web-reference-map.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\contact-center\web\troubleshooting\common-issues.md;Zoom/Contact Center SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\debug-zoom\SKILL.md;Zoom/Entwicklung & Tools;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\debug-zoom-integration\SKILL.md;Zoom/Entwicklung & Tools;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\RUNBOOK.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\SKILL.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\app-types.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\authentication.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\authorization-patterns.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\automatic-skill-chaining-rest-webhooks.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\community-repos.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\distributed-meeting-fallback-architecture.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\environment-variables.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\full-guide.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\interview-answer-routing.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\known-limitations.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\marketplace.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\meeting-webhooks-oauth-refresh-orchestration.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\query-routing-playbook.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\routing-implementation.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\scopes.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\sdk-logs-troubleshooting.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\sdk-upgrade-guide.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\references\sdk-upgrade-workflow.md;Zoom/Plattform & APIs;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\ai-companion-integration.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\ai-integration.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\backend-automation-s2s-oauth.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\collaborative-apps.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\contact-center-app-lifecycle-and-context-switching.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\contact-center-integration.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\custom-meeting-ui-web.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\custom-video.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\customer-support-cobrowsing.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\electron-meeting-embed.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\embed-meetings.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\enterprise-app-deployment.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\flutter-video-sessions.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\form-completion-assistant.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\hd-video-resolution.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\high-volume-meeting-platform.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\immersive-experiences.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\in-meeting-apps.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\marketplace-publishing.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\meeting-automation.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\meeting-bots.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\meeting-details-with-events.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\meeting-links-vs-embedding.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\minutes-calculation.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\native-meeting-sdk-multi-platform.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\native-video-sdk-multi-platform.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\prebuilt-video-ui.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\probe-sdk-preflight-readiness-gate.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\qss-monitoring.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\raw-recording.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\react-native-meeting-embed.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\react-native-video-sessions.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\real-time-media-streams.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\recording-download-pipeline.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\recording-transcription.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\retrieve-meeting-and-subscribe-events.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\rivet-event-driven-api-orchestrator.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\saas-app-oauth-integration.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\scribe-transcription-pipeline.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\sdk-size-optimization.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\sdk-wrappers-gui.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\server-to-server-oauth-with-webhooks.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\team-chat-llm-bot.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\testing-development.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\token-and-scope-troubleshooting.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\transcription-bot-linux.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\usage-reporting-analytics.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\user-and-meeting-creation.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\video-sdk-bring-your-own-storage.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\virtual-agent-campaign-web-mobile-wrapper.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\virtual-agent-knowledge-base-sync-pipeline.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\web-sdk-embedding.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\general\use-cases\zoom-phone-smart-embed-crm.md;Zoom/Anwendungsfälle & Lösungen;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\RUNBOOK.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\SKILL.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\android.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\RUNBOOK.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\SKILL.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\concepts\architecture.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\concepts\lifecycle-workflow.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\examples\join-start-pattern.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\references\android-reference-map.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\references\environment-variables.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\references\versioning-and-compatibility.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\scenarios\high-level-scenarios.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\android\troubleshooting\common-issues.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\RUNBOOK.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\SKILL.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\concepts\high-level-scenarios.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\concepts\lifecycle-workflow.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\concepts\sdk-architecture-pattern.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\examples\authentication-pattern.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\examples\join-meeting-pattern.md;Zoom/Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\examples\raw-data-pattern.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\examples\setup-guide.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\references\electron-reference.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\references\module-map.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\troubleshooting\common-issues.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\troubleshooting\deprecated-and-contradictions.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\electron\troubleshooting\version-drift.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\ios.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\RUNBOOK.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\SKILL.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\concepts\architecture.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\concepts\lifecycle-workflow.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\examples\join-start-pattern.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\references\environment-variables.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\references\ios-reference-map.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\references\versioning-and-compatibility.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\scenarios\high-level-scenarios.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\ios\troubleshooting\common-issues.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\linux\linux.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\linux\meeting-sdk-bot.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\linux\RUNBOOK.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\linux\SKILL.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\linux\concepts\high-level-scenarios.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\linux\references\linux-reference.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\macos.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\RUNBOOK.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\SKILL.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\concepts\architecture.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\concepts\lifecycle-workflow.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\examples\join-start-pattern.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\references\environment-variables.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\references\macos-reference-map.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\references\versioning-and-compatibility.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\scenarios\high-level-scenarios.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\macos\troubleshooting\common-issues.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\RUNBOOK.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\SKILL.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\concepts\architecture.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\concepts\auth-and-token-model.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\concepts\high-level-scenarios.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\concepts\lifecycle-workflow.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\examples\join-meeting-pattern.md;Zoom Meeting SDK;;
C:\Users\User\.codex\.tmp\plugins\plugins\zoom\skills\meeting-sdk\react-native\examples\provider-hook-pattern.md;Zoom Meeting SDK;;
